id,amount,child_type,parent_type,project_id,report_timing,reporting_date
7323,250,Food Expenses,Staff Expenses,250,evening,22/09/2025
7324,0,Site Allowance,Staff Expenses,250,evening,22/09/2025
7325,0,Other Purchases,Staff Expenses,250,evening,22/09/2025
7326,11400,Workmen Wages (incl. OT),Labour Expenses,250,evening,22/09/2025
7327,600,Workmen Food,Labour Expenses,250,evening,22/09/2025
7328,300,Workmen Accommodation,Labour Expenses,250,evening,22/09/2025
7329,220,Workmen Travel,Labour Expenses,250,evening,22/09/2025
7330,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,22/09/2025
7331,0,Rental Charges,Machinery Expenses,250,evening,22/09/2025
7332,0,Repair Charges,Machinery Expenses,250,evening,22/09/2025
7333,1500,Diesel,Machinery Expenses,250,evening,22/09/2025
7334,750,Operator Charges,Machinery Expenses,250,evening,22/09/2025
7335,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,22/09/2025
7336,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,22/09/2025
7337,0,Consumables Purchases,Material Purchases - Project Related,250,evening,22/09/2025
7338,0,Minor Tools,Material Purchases - Project Related,250,evening,22/09/2025
7339,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,22/09/2025
7340,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,22/09/2025
7341,0,Client Welfare,Sundries Expenses,250,evening,22/09/2025
7342,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,22/09/2025
7343,0,Gifts for Client,Sundries Expenses,250,evening,22/09/2025
7344,0,Miscellaneous,Sundries Expenses,250,evening,22/09/2025
7345,0,Staff Accommodation,Staff Expenses,262,evening,22/09/2025
7346,100,Travel Expenses,Staff Expenses,262,evening,22/09/2025
7347,0,Food Expenses,Staff Expenses,262,evening,22/09/2025
7348,0,Site Allowance,Staff Expenses,262,evening,22/09/2025
7349,0,Other Purchases,Staff Expenses,262,evening,22/09/2025
7350,0,Workmen Wages (incl. OT),Labour Expenses,262,evening,22/09/2025
7351,0,Workmen Food,Labour Expenses,262,evening,22/09/2025
7352,0,Workmen Accommodation,Labour Expenses,262,evening,22/09/2025
7353,0,Workmen Travel,Labour Expenses,262,evening,22/09/2025
7354,0,Miscellaneous Labour Expenses,Labour Expenses,262,evening,22/09/2025
7355,0,Rental Charges,Machinery Expenses,262,evening,22/09/2025
7356,0,Repair Charges,Machinery Expenses,262,evening,22/09/2025
7357,0,Diesel,Machinery Expenses,262,evening,22/09/2025
7358,0,Operator Charges,Machinery Expenses,262,evening,22/09/2025
7359,0,Miscellaneous Machinery Expenses,Machinery Expenses,262,evening,22/09/2025
7360,0,"Materials (Paints, ...)",Material Purchases - Project Related,262,evening,22/09/2025
7361,0,Consumables Purchases,Material Purchases - Project Related,262,evening,22/09/2025
7362,0,Minor Tools,Material Purchases - Project Related,262,evening,22/09/2025
7363,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,262,evening,22/09/2025
7364,0,Miscellaneous Material Expenses,Material Purchases - Project Related,262,evening,22/09/2025
7365,0,Client Welfare,Sundries Expenses,262,evening,22/09/2025
7366,0,Pooja/Inaugural function at site,Sundries Expenses,262,evening,22/09/2025
7367,0,Gifts for Client,Sundries Expenses,262,evening,22/09/2025
7368,0,Miscellaneous,Sundries Expenses,262,evening,22/09/2025
7369,0,Staff Accommodation,Staff Expenses,251,evening,23/09/2025
7370,100,Travel Expenses,Staff Expenses,251,evening,23/09/2025
7371,0,Food Expenses,Staff Expenses,251,evening,23/09/2025
7372,0,Site Allowance,Staff Expenses,251,evening,23/09/2025
7373,0,Other Purchases,Staff Expenses,251,evening,23/09/2025
7374,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,23/09/2025
7375,0,Workmen Food,Labour Expenses,251,evening,23/09/2025
7376,0,Workmen Accommodation,Labour Expenses,251,evening,23/09/2025
7377,0,Workmen Travel,Labour Expenses,251,evening,23/09/2025
7378,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,23/09/2025
7379,0,Rental Charges,Machinery Expenses,251,evening,23/09/2025
7380,0,Repair Charges,Machinery Expenses,251,evening,23/09/2025
7381,0,Diesel,Machinery Expenses,251,evening,23/09/2025
7382,0,Operator Charges,Machinery Expenses,251,evening,23/09/2025
7383,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,23/09/2025
7384,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,23/09/2025
7385,0,Consumables Purchases,Material Purchases - Project Related,251,evening,23/09/2025
7386,0,Minor Tools,Material Purchases - Project Related,251,evening,23/09/2025
7387,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,23/09/2025
7388,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,23/09/2025
7389,0,Client Welfare,Sundries Expenses,251,evening,23/09/2025
7390,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,23/09/2025
7391,0,Gifts for Client,Sundries Expenses,251,evening,23/09/2025
7392,0,Miscellaneous,Sundries Expenses,251,evening,23/09/2025
7393,0,Staff Accommodation,Staff Expenses,260,evening,23/09/2025
7394,20,Travel Expenses,Staff Expenses,260,evening,23/09/2025
7395,0,Food Expenses,Staff Expenses,260,evening,23/09/2025
7396,0,Site Allowance,Staff Expenses,260,evening,23/09/2025
7397,0,Other Purchases,Staff Expenses,260,evening,23/09/2025
7398,0,Workmen Wages (incl. OT),Labour Expenses,260,evening,23/09/2025
7399,0,Workmen Food,Labour Expenses,260,evening,23/09/2025
7400,0,Workmen Accommodation,Labour Expenses,260,evening,23/09/2025
7401,0,Workmen Travel,Labour Expenses,260,evening,23/09/2025
7402,0,Miscellaneous Labour Expenses,Labour Expenses,260,evening,23/09/2025
7403,0,Rental Charges,Machinery Expenses,260,evening,23/09/2025
7404,0,Repair Charges,Machinery Expenses,260,evening,23/09/2025
7405,0,Diesel,Machinery Expenses,260,evening,23/09/2025
7406,0,Operator Charges,Machinery Expenses,260,evening,23/09/2025
7407,0,Miscellaneous Machinery Expenses,Machinery Expenses,260,evening,23/09/2025
7408,0,"Materials (Paints, ...)",Material Purchases - Project Related,260,evening,23/09/2025
7409,0,Consumables Purchases,Material Purchases - Project Related,260,evening,23/09/2025
7410,0,Minor Tools,Material Purchases - Project Related,260,evening,23/09/2025
7411,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,260,evening,23/09/2025
7412,0,Miscellaneous Material Expenses,Material Purchases - Project Related,260,evening,23/09/2025
7413,0,Client Welfare,Sundries Expenses,260,evening,23/09/2025
7414,0,Pooja/Inaugural function at site,Sundries Expenses,260,evening,23/09/2025
7415,0,Gifts for Client,Sundries Expenses,260,evening,23/09/2025
7416,0,Miscellaneous,Sundries Expenses,260,evening,23/09/2025
7417,240,Staff Accommodation,Staff Expenses,250,evening,23/09/2025
7418,200,Travel Expenses,Staff Expenses,250,evening,23/09/2025
7419,250,Food Expenses,Staff Expenses,250,evening,23/09/2025
7420,0,Site Allowance,Staff Expenses,250,evening,23/09/2025
7421,0,Other Purchases,Staff Expenses,250,evening,23/09/2025
7422,11200,Workmen Wages (incl. OT),Labour Expenses,250,evening,23/09/2025
7423,600,Workmen Food,Labour Expenses,250,evening,23/09/2025
7424,380,Workmen Accommodation,Labour Expenses,250,evening,23/09/2025
7425,250,Workmen Travel,Labour Expenses,250,evening,23/09/2025
7426,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,23/09/2025
7427,0,Rental Charges,Machinery Expenses,250,evening,23/09/2025
7428,0,Repair Charges,Machinery Expenses,250,evening,23/09/2025
7429,0,Diesel,Machinery Expenses,250,evening,23/09/2025
7430,0,Operator Charges,Machinery Expenses,250,evening,23/09/2025
7431,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,23/09/2025
7432,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,23/09/2025
7433,0,Consumables Purchases,Material Purchases - Project Related,250,evening,23/09/2025
7434,0,Minor Tools,Material Purchases - Project Related,250,evening,23/09/2025
7435,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,23/09/2025
7436,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,23/09/2025
7437,0,Client Welfare,Sundries Expenses,250,evening,23/09/2025
7438,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,23/09/2025
7439,0,Gifts for Client,Sundries Expenses,250,evening,23/09/2025
7440,0,Miscellaneous,Sundries Expenses,250,evening,23/09/2025
7441,0,Staff Accommodation,Staff Expenses,260,evening,24/09/2025
7442,20,Travel Expenses,Staff Expenses,260,evening,24/09/2025
7443,0,Food Expenses,Staff Expenses,260,evening,24/09/2025
7444,0,Site Allowance,Staff Expenses,260,evening,24/09/2025
7445,0,Other Purchases,Staff Expenses,260,evening,24/09/2025
7446,0,Workmen Wages (incl. OT),Labour Expenses,260,evening,24/09/2025
7447,0,Workmen Food,Labour Expenses,260,evening,24/09/2025
7448,0,Workmen Accommodation,Labour Expenses,260,evening,24/09/2025
7449,0,Workmen Travel,Labour Expenses,260,evening,24/09/2025
7450,0,Miscellaneous Labour Expenses,Labour Expenses,260,evening,24/09/2025
7451,0,Rental Charges,Machinery Expenses,260,evening,24/09/2025
7452,0,Repair Charges,Machinery Expenses,260,evening,24/09/2025
7453,0,Diesel,Machinery Expenses,260,evening,24/09/2025
7454,0,Operator Charges,Machinery Expenses,260,evening,24/09/2025
7455,0,Miscellaneous Machinery Expenses,Machinery Expenses,260,evening,24/09/2025
7456,0,"Materials (Paints, ...)",Material Purchases - Project Related,260,evening,24/09/2025
7457,0,Consumables Purchases,Material Purchases - Project Related,260,evening,24/09/2025
7458,0,Minor Tools,Material Purchases - Project Related,260,evening,24/09/2025
7459,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,260,evening,24/09/2025
7460,0,Miscellaneous Material Expenses,Material Purchases - Project Related,260,evening,24/09/2025
7461,0,Client Welfare,Sundries Expenses,260,evening,24/09/2025
7462,0,Pooja/Inaugural function at site,Sundries Expenses,260,evening,24/09/2025
7463,0,Gifts for Client,Sundries Expenses,260,evening,24/09/2025
7464,0,Miscellaneous,Sundries Expenses,260,evening,24/09/2025
7465,0,Staff Accommodation,Staff Expenses,251,evening,24/09/2025
7466,100,Travel Expenses,Staff Expenses,251,evening,24/09/2025
7467,0,Food Expenses,Staff Expenses,251,evening,24/09/2025
7468,0,Site Allowance,Staff Expenses,251,evening,24/09/2025
7469,0,Other Purchases,Staff Expenses,251,evening,24/09/2025
7470,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,24/09/2025
7471,0,Workmen Food,Labour Expenses,251,evening,24/09/2025
7472,0,Workmen Accommodation,Labour Expenses,251,evening,24/09/2025
7473,0,Workmen Travel,Labour Expenses,251,evening,24/09/2025
7474,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,24/09/2025
7475,0,Rental Charges,Machinery Expenses,251,evening,24/09/2025
7476,0,Repair Charges,Machinery Expenses,251,evening,24/09/2025
7477,0,Diesel,Machinery Expenses,251,evening,24/09/2025
7478,0,Operator Charges,Machinery Expenses,251,evening,24/09/2025
7479,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,24/09/2025
7480,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,24/09/2025
7481,0,Consumables Purchases,Material Purchases - Project Related,251,evening,24/09/2025
7482,0,Minor Tools,Material Purchases - Project Related,251,evening,24/09/2025
7483,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,24/09/2025
7484,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,24/09/2025
7485,0,Client Welfare,Sundries Expenses,251,evening,24/09/2025
7486,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,24/09/2025
7487,0,Gifts for Client,Sundries Expenses,251,evening,24/09/2025
7488,0,Miscellaneous,Sundries Expenses,251,evening,24/09/2025
7489,250,Staff Accommodation,Staff Expenses,250,evening,24/09/2025
7490,200,Travel Expenses,Staff Expenses,250,evening,24/09/2025
7491,240,Food Expenses,Staff Expenses,250,evening,24/09/2025
7492,0,Site Allowance,Staff Expenses,250,evening,24/09/2025
7493,0,Other Purchases,Staff Expenses,250,evening,24/09/2025
7494,12000,Workmen Wages (incl. OT),Labour Expenses,250,evening,24/09/2025
7495,600,Workmen Food,Labour Expenses,250,evening,24/09/2025
7496,300,Workmen Accommodation,Labour Expenses,250,evening,24/09/2025
7497,200,Workmen Travel,Labour Expenses,250,evening,24/09/2025
7498,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,24/09/2025
7499,0,Rental Charges,Machinery Expenses,250,evening,24/09/2025
7500,0,Repair Charges,Machinery Expenses,250,evening,24/09/2025
7501,1200,Diesel,Machinery Expenses,250,evening,24/09/2025
7502,750,Operator Charges,Machinery Expenses,250,evening,24/09/2025
7503,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,24/09/2025
7504,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,24/09/2025
7505,0,Consumables Purchases,Material Purchases - Project Related,250,evening,24/09/2025
7506,0,Minor Tools,Material Purchases - Project Related,250,evening,24/09/2025
7507,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,24/09/2025
7508,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,24/09/2025
7509,0,Client Welfare,Sundries Expenses,250,evening,24/09/2025
7510,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,24/09/2025
7511,0,Gifts for Client,Sundries Expenses,250,evening,24/09/2025
7512,0,Miscellaneous,Sundries Expenses,250,evening,24/09/2025
7513,0,Staff Accommodation,Staff Expenses,262,evening,25/09/2025
7514,100,Travel Expenses,Staff Expenses,262,evening,25/09/2025
7515,0,Food Expenses,Staff Expenses,262,evening,25/09/2025
7516,0,Site Allowance,Staff Expenses,262,evening,25/09/2025
7517,0,Other Purchases,Staff Expenses,262,evening,25/09/2025
7518,0,Workmen Wages (incl. OT),Labour Expenses,262,evening,25/09/2025
7519,0,Workmen Food,Labour Expenses,262,evening,25/09/2025
7520,0,Workmen Accommodation,Labour Expenses,262,evening,25/09/2025
7521,0,Workmen Travel,Labour Expenses,262,evening,25/09/2025
7522,0,Miscellaneous Labour Expenses,Labour Expenses,262,evening,25/09/2025
7523,0,Rental Charges,Machinery Expenses,262,evening,25/09/2025
7524,0,Repair Charges,Machinery Expenses,262,evening,25/09/2025
7525,0,Diesel,Machinery Expenses,262,evening,25/09/2025
7526,0,Operator Charges,Machinery Expenses,262,evening,25/09/2025
7527,0,Miscellaneous Machinery Expenses,Machinery Expenses,262,evening,25/09/2025
7528,0,"Materials (Paints, ...)",Material Purchases - Project Related,262,evening,25/09/2025
7529,0,Consumables Purchases,Material Purchases - Project Related,262,evening,25/09/2025
7530,0,Minor Tools,Material Purchases - Project Related,262,evening,25/09/2025
7531,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,262,evening,25/09/2025
7532,0,Miscellaneous Material Expenses,Material Purchases - Project Related,262,evening,25/09/2025
7533,0,Client Welfare,Sundries Expenses,262,evening,25/09/2025
7534,0,Pooja/Inaugural function at site,Sundries Expenses,262,evening,25/09/2025
7535,0,Gifts for Client,Sundries Expenses,262,evening,25/09/2025
7536,0,Miscellaneous,Sundries Expenses,262,evening,25/09/2025
7537,0,Staff Accommodation,Staff Expenses,260,evening,25/09/2025
7538,20,Travel Expenses,Staff Expenses,260,evening,25/09/2025
7539,0,Food Expenses,Staff Expenses,260,evening,25/09/2025
7540,0,Site Allowance,Staff Expenses,260,evening,25/09/2025
7541,0,Other Purchases,Staff Expenses,260,evening,25/09/2025
7542,0,Workmen Wages (incl. OT),Labour Expenses,260,evening,25/09/2025
7543,0,Workmen Food,Labour Expenses,260,evening,25/09/2025
7544,0,Workmen Accommodation,Labour Expenses,260,evening,25/09/2025
7545,0,Workmen Travel,Labour Expenses,260,evening,25/09/2025
7546,0,Miscellaneous Labour Expenses,Labour Expenses,260,evening,25/09/2025
7547,0,Rental Charges,Machinery Expenses,260,evening,25/09/2025
7548,0,Repair Charges,Machinery Expenses,260,evening,25/09/2025
7549,0,Diesel,Machinery Expenses,260,evening,25/09/2025
7550,0,Operator Charges,Machinery Expenses,260,evening,25/09/2025
7551,0,Miscellaneous Machinery Expenses,Machinery Expenses,260,evening,25/09/2025
7552,0,"Materials (Paints, ...)",Material Purchases - Project Related,260,evening,25/09/2025
7553,0,Consumables Purchases,Material Purchases - Project Related,260,evening,25/09/2025
7554,0,Minor Tools,Material Purchases - Project Related,260,evening,25/09/2025
7555,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,260,evening,25/09/2025
7556,0,Miscellaneous Material Expenses,Material Purchases - Project Related,260,evening,25/09/2025
7557,0,Client Welfare,Sundries Expenses,260,evening,25/09/2025
7558,0,Pooja/Inaugural function at site,Sundries Expenses,260,evening,25/09/2025
7559,0,Gifts for Client,Sundries Expenses,260,evening,25/09/2025
7560,0,Miscellaneous,Sundries Expenses,260,evening,25/09/2025
7561,0,Staff Accommodation,Staff Expenses,251,evening,26/09/2025
7562,100,Travel Expenses,Staff Expenses,251,evening,26/09/2025
7563,0,Food Expenses,Staff Expenses,251,evening,26/09/2025
7564,0,Site Allowance,Staff Expenses,251,evening,26/09/2025
7565,0,Other Purchases,Staff Expenses,251,evening,26/09/2025
7566,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,26/09/2025
7567,0,Workmen Food,Labour Expenses,251,evening,26/09/2025
7568,0,Workmen Accommodation,Labour Expenses,251,evening,26/09/2025
7569,0,Workmen Travel,Labour Expenses,251,evening,26/09/2025
7570,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,26/09/2025
7571,0,Rental Charges,Machinery Expenses,251,evening,26/09/2025
7572,0,Repair Charges,Machinery Expenses,251,evening,26/09/2025
7573,0,Diesel,Machinery Expenses,251,evening,26/09/2025
7574,0,Operator Charges,Machinery Expenses,251,evening,26/09/2025
7575,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,26/09/2025
7576,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,26/09/2025
7577,0,Consumables Purchases,Material Purchases - Project Related,251,evening,26/09/2025
7578,0,Minor Tools,Material Purchases - Project Related,251,evening,26/09/2025
7579,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,26/09/2025
7580,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,26/09/2025
7581,0,Client Welfare,Sundries Expenses,251,evening,26/09/2025
7582,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,26/09/2025
7583,0,Gifts for Client,Sundries Expenses,251,evening,26/09/2025
7584,0,Miscellaneous,Sundries Expenses,251,evening,26/09/2025
7585,0,Staff Accommodation,Staff Expenses,260,evening,26/09/2025
7586,20,Travel Expenses,Staff Expenses,260,evening,26/09/2025
7587,0,Food Expenses,Staff Expenses,260,evening,26/09/2025
7588,0,Site Allowance,Staff Expenses,260,evening,26/09/2025
7589,0,Other Purchases,Staff Expenses,260,evening,26/09/2025
7590,0,Workmen Wages (incl. OT),Labour Expenses,260,evening,26/09/2025
7591,0,Workmen Food,Labour Expenses,260,evening,26/09/2025
7592,0,Workmen Accommodation,Labour Expenses,260,evening,26/09/2025
7593,0,Workmen Travel,Labour Expenses,260,evening,26/09/2025
7594,0,Miscellaneous Labour Expenses,Labour Expenses,260,evening,26/09/2025
7595,0,Rental Charges,Machinery Expenses,260,evening,26/09/2025
7596,0,Repair Charges,Machinery Expenses,260,evening,26/09/2025
7597,0,Diesel,Machinery Expenses,260,evening,26/09/2025
7598,0,Operator Charges,Machinery Expenses,260,evening,26/09/2025
7599,0,Miscellaneous Machinery Expenses,Machinery Expenses,260,evening,26/09/2025
7600,0,"Materials (Paints, ...)",Material Purchases - Project Related,260,evening,26/09/2025
7601,0,Consumables Purchases,Material Purchases - Project Related,260,evening,26/09/2025
7602,0,Minor Tools,Material Purchases - Project Related,260,evening,26/09/2025
7603,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,260,evening,26/09/2025
7604,0,Miscellaneous Material Expenses,Material Purchases - Project Related,260,evening,26/09/2025
7605,0,Client Welfare,Sundries Expenses,260,evening,26/09/2025
7606,0,Pooja/Inaugural function at site,Sundries Expenses,260,evening,26/09/2025
7607,0,Gifts for Client,Sundries Expenses,260,evening,26/09/2025
7608,0,Miscellaneous,Sundries Expenses,260,evening,26/09/2025
7609,0,Staff Accommodation,Staff Expenses,251,evening,27/09/2025
7610,200,Travel Expenses,Staff Expenses,251,evening,27/09/2025
7611,0,Food Expenses,Staff Expenses,251,evening,27/09/2025
7612,0,Site Allowance,Staff Expenses,251,evening,27/09/2025
7613,0,Other Purchases,Staff Expenses,251,evening,27/09/2025
7614,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,27/09/2025
7615,0,Workmen Food,Labour Expenses,251,evening,27/09/2025
7616,0,Workmen Accommodation,Labour Expenses,251,evening,27/09/2025
7617,0,Workmen Travel,Labour Expenses,251,evening,27/09/2025
7618,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,27/09/2025
7619,0,Rental Charges,Machinery Expenses,251,evening,27/09/2025
7620,0,Repair Charges,Machinery Expenses,251,evening,27/09/2025
7621,0,Diesel,Machinery Expenses,251,evening,27/09/2025
7622,0,Operator Charges,Machinery Expenses,251,evening,27/09/2025
7623,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,27/09/2025
7624,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,27/09/2025
7625,0,Consumables Purchases,Material Purchases - Project Related,251,evening,27/09/2025
7626,0,Minor Tools,Material Purchases - Project Related,251,evening,27/09/2025
7627,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,27/09/2025
7628,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,27/09/2025
7629,0,Client Welfare,Sundries Expenses,251,evening,27/09/2025
7630,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,27/09/2025
7631,0,Gifts for Client,Sundries Expenses,251,evening,27/09/2025
7632,0,Miscellaneous,Sundries Expenses,251,evening,27/09/2025
7633,250,Staff Accommodation,Staff Expenses,250,evening,27/09/2025
7634,300,Travel Expenses,Staff Expenses,250,evening,27/09/2025
7635,250,Food Expenses,Staff Expenses,250,evening,27/09/2025
7636,0,Site Allowance,Staff Expenses,250,evening,27/09/2025
7637,0,Other Purchases,Staff Expenses,250,evening,27/09/2025
7638,10000,Workmen Wages (incl. OT),Labour Expenses,250,evening,27/09/2025
7639,500,Workmen Food,Labour Expenses,250,evening,27/09/2025
7640,300,Workmen Accommodation,Labour Expenses,250,evening,27/09/2025
7641,200,Workmen Travel,Labour Expenses,250,evening,27/09/2025
7642,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,27/09/2025
7643,0,Rental Charges,Machinery Expenses,250,evening,27/09/2025
7644,0,Repair Charges,Machinery Expenses,250,evening,27/09/2025
7645,1200,Diesel,Machinery Expenses,250,evening,27/09/2025
7646,700,Operator Charges,Machinery Expenses,250,evening,27/09/2025
7647,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,27/09/2025
7648,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,27/09/2025
7649,0,Consumables Purchases,Material Purchases - Project Related,250,evening,27/09/2025
7650,0,Minor Tools,Material Purchases - Project Related,250,evening,27/09/2025
7651,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,27/09/2025
7652,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,27/09/2025
7653,0,Client Welfare,Sundries Expenses,250,evening,27/09/2025
7654,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,27/09/2025
7655,0,Gifts for Client,Sundries Expenses,250,evening,27/09/2025
7656,0,Miscellaneous,Sundries Expenses,250,evening,27/09/2025
7657,0,Staff Accommodation,Staff Expenses,260,evening,27/09/2025
7658,20,Travel Expenses,Staff Expenses,260,evening,27/09/2025
7659,0,Food Expenses,Staff Expenses,260,evening,27/09/2025
7660,0,Site Allowance,Staff Expenses,260,evening,27/09/2025
7661,1427,Other Purchases,Staff Expenses,260,evening,27/09/2025
7662,0,Workmen Wages (incl. OT),Labour Expenses,260,evening,27/09/2025
7663,0,Workmen Food,Labour Expenses,260,evening,27/09/2025
7664,0,Workmen Accommodation,Labour Expenses,260,evening,27/09/2025
7665,0,Workmen Travel,Labour Expenses,260,evening,27/09/2025
7666,0,Miscellaneous Labour Expenses,Labour Expenses,260,evening,27/09/2025
7667,0,Rental Charges,Machinery Expenses,260,evening,27/09/2025
7668,0,Repair Charges,Machinery Expenses,260,evening,27/09/2025
7669,0,Diesel,Machinery Expenses,260,evening,27/09/2025
7670,0,Operator Charges,Machinery Expenses,260,evening,27/09/2025
7671,0,Miscellaneous Machinery Expenses,Machinery Expenses,260,evening,27/09/2025
7672,0,"Materials (Paints, ...)",Material Purchases - Project Related,260,evening,27/09/2025
7673,0,Consumables Purchases,Material Purchases - Project Related,260,evening,27/09/2025
7674,0,Minor Tools,Material Purchases - Project Related,260,evening,27/09/2025
7675,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,260,evening,27/09/2025
7676,0,Miscellaneous Material Expenses,Material Purchases - Project Related,260,evening,27/09/2025
7677,0,Client Welfare,Sundries Expenses,260,evening,27/09/2025
7678,0,Pooja/Inaugural function at site,Sundries Expenses,260,evening,27/09/2025
7679,0,Gifts for Client,Sundries Expenses,260,evening,27/09/2025
7680,0,Miscellaneous,Sundries Expenses,260,evening,27/09/2025
7681,0,Staff Accommodation,Staff Expenses,251,evening,29/09/2025
7682,100,Travel Expenses,Staff Expenses,251,evening,29/09/2025
7683,0,Food Expenses,Staff Expenses,251,evening,29/09/2025
7684,0,Site Allowance,Staff Expenses,251,evening,29/09/2025
7685,0,Other Purchases,Staff Expenses,251,evening,29/09/2025
7686,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,29/09/2025
7687,0,Workmen Food,Labour Expenses,251,evening,29/09/2025
7688,0,Workmen Accommodation,Labour Expenses,251,evening,29/09/2025
7689,0,Workmen Travel,Labour Expenses,251,evening,29/09/2025
7690,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,29/09/2025
7691,0,Rental Charges,Machinery Expenses,251,evening,29/09/2025
7692,0,Repair Charges,Machinery Expenses,251,evening,29/09/2025
7693,0,Diesel,Machinery Expenses,251,evening,29/09/2025
7694,0,Operator Charges,Machinery Expenses,251,evening,29/09/2025
7695,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,29/09/2025
7696,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,29/09/2025
7697,0,Consumables Purchases,Material Purchases - Project Related,251,evening,29/09/2025
7698,0,Minor Tools,Material Purchases - Project Related,251,evening,29/09/2025
7699,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,29/09/2025
7700,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,29/09/2025
7701,0,Client Welfare,Sundries Expenses,251,evening,29/09/2025
7702,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,29/09/2025
7703,0,Gifts for Client,Sundries Expenses,251,evening,29/09/2025
7704,0,Miscellaneous,Sundries Expenses,251,evening,29/09/2025
7705,240,Staff Accommodation,Staff Expenses,250,evening,29/09/2025
7706,250,Travel Expenses,Staff Expenses,250,evening,29/09/2025
7707,300,Food Expenses,Staff Expenses,250,evening,29/09/2025
7708,0,Site Allowance,Staff Expenses,250,evening,29/09/2025
7709,0,Other Purchases,Staff Expenses,250,evening,29/09/2025
7710,12000,Workmen Wages (incl. OT),Labour Expenses,250,evening,29/09/2025
