id,created_at,man_count,man_power_type,reported_date,reporting_time,updated_at,project_id,remark
3069,2025-08-14 09:22:42.674599,2,Rigger / Helper,14/08/2025,afternoon,2025-08-14 09:22:42.674603,258,
3070,2025-08-14 09:22:42.73866,0,Signal Man / Fire Man,14/08/2025,afternoon,2025-08-14 09:22:42.738662,258,
3071,2025-08-14 09:22:42.802829,0,Daily Wage Labour,14/08/2025,afternoon,2025-08-14 09:22:42.802831,258,
3072,2025-08-14 09:22:42.867022,0,Others,14/08/2025,afternoon,2025-08-14 09:22:42.867025,258,
3073,2025-08-15 03:47:15.379576,10,Fitter / Fabricator,15/08/2025,morning,2025-08-15 03:47:15.379578,251,
3074,2025-08-15 03:47:15.444631,14,Rigger / Helper,15/08/2025,morning,2025-08-15 03:47:15.444633,251,
3075,2025-08-15 03:47:15.509575,0,Welder / Gas Cutter / Grinder,15/08/2025,morning,2025-08-15 03:47:15.509578,251,
3076,2025-08-15 03:47:15.574491,0,Signal Man / Fire Man,15/08/2025,morning,2025-08-15 03:47:15.574493,251,
3077,2025-08-15 03:47:15.639416,0,Daily Wage Labour,15/08/2025,morning,2025-08-15 03:47:15.639418,251,
3078,2025-08-15 03:47:15.704585,0,Others,15/08/2025,morning,2025-08-15 03:47:15.704588,251,
3079,2025-08-15 11:36:31.753051,10,Fitter / Fabricator,15/08/2025,afternoon,2025-08-15 11:36:31.753054,251,
3080,2025-08-15 11:36:31.818431,14,Rigger / Helper,15/08/2025,afternoon,2025-08-15 11:36:31.818434,251,
3081,2025-08-15 11:36:31.883059,7,Others,15/08/2025,afternoon,2025-08-15 11:36:31.883061,251,
3082,2025-08-15 11:36:31.947768,0,Welder / Gas Cutter / Grinder,15/08/2025,afternoon,2025-08-15 11:36:31.947771,251,
3083,2025-08-15 11:36:32.012453,0,Signal Man / Fire Man,15/08/2025,afternoon,2025-08-15 11:36:32.012455,251,
3084,2025-08-15 11:36:32.077445,0,Daily Wage Labour,15/08/2025,afternoon,2025-08-15 11:36:32.077448,251,
3981,2025-09-29 12:38:17.66393,4,Rigger / Helper,29/09/2025,afternoon,2025-09-29 12:38:17.663933,250,
3982,2025-09-29 12:38:17.727979,0,Signal Man / Fire Man,29/09/2025,afternoon,2025-09-29 12:38:17.727983,250,
3983,2025-09-29 12:38:17.791519,0,Daily Wage Labour,29/09/2025,afternoon,2025-09-29 12:38:17.791523,250,
3984,2025-09-29 12:38:17.855056,0,Others,29/09/2025,afternoon,2025-09-29 12:38:17.855059,250,
4267,2025-10-14 15:11:54.898877,2,Fitter / Fabricator,14/10/2025,afternoon,2025-10-14 15:11:54.898879,251,
4269,2025-10-14 15:11:54.960996,8,Rigger / Helper,14/10/2025,afternoon,2025-10-14 15:11:54.960999,251,
4271,2025-10-14 15:11:55.022949,4,Others,14/10/2025,afternoon,2025-10-14 15:11:55.022951,251,
4273,2025-10-14 15:11:55.084868,0,Welder / Gas Cutter / Grinder,14/10/2025,afternoon,2025-10-14 15:11:55.084871,251,
4275,2025-10-14 15:11:55.146706,0,Signal Man / Fire Man,14/10/2025,afternoon,2025-10-14 15:11:55.146709,251,
4277,2025-10-14 15:11:55.208691,0,Daily Wage Labour,14/10/2025,afternoon,2025-10-14 15:11:55.208693,251,
4339,2025-10-16 08:21:40.250804,2,Fitter / Fabricator,16/10/2025,afternoon,2025-10-16 08:21:40.250807,251,
4340,2025-10-16 08:21:40.313721,14,Rigger / Helper,16/10/2025,afternoon,2025-10-16 08:21:40.313723,251,
4341,2025-10-16 08:21:40.376702,4,Others,16/10/2025,afternoon,2025-10-16 08:21:40.376705,251,
4342,2025-10-16 08:21:40.439462,0,Welder / Gas Cutter / Grinder,16/10/2025,afternoon,2025-10-16 08:21:40.439464,251,
4343,2025-10-16 08:21:40.502263,0,Signal Man / Fire Man,16/10/2025,afternoon,2025-10-16 08:21:40.502266,251,
4344,2025-10-16 08:21:40.56514,0,Daily Wage Labour,16/10/2025,afternoon,2025-10-16 08:21:40.565143,251,
4555,2025-10-28 10:17:18.924929,2,Fitter / Fabricator,28/10/2025,afternoon,2025-10-28 10:17:18.924932,251,
4556,2025-10-28 10:17:18.986759,12,Rigger / Helper,28/10/2025,afternoon,2025-10-28 10:17:18.986762,251,
4557,2025-10-28 10:17:19.048651,4,Others,28/10/2025,afternoon,2025-10-28 10:17:19.048654,251,
4558,2025-10-28 10:17:19.110444,0,Welder / Gas Cutter / Grinder,28/10/2025,afternoon,2025-10-28 10:17:19.110446,251,
4559,2025-10-28 10:17:19.172118,0,Signal Man / Fire Man,28/10/2025,afternoon,2025-10-28 10:17:19.172121,251,
4560,2025-10-28 10:17:19.23394,0,Daily Wage Labour,28/10/2025,afternoon,2025-10-28 10:17:19.233943,251,
4597,2025-10-30 11:44:13.556004,2,Fitter / Fabricator,30/10/2025,afternoon,2025-10-30 11:44:13.556007,251,
4598,2025-10-30 11:44:13.617728,13,Rigger / Helper,30/10/2025,afternoon,2025-10-30 11:44:13.617731,251,
4599,2025-10-30 11:44:13.679458,4,Others,30/10/2025,afternoon,2025-10-30 11:44:13.67946,251,
4600,2025-10-30 11:44:13.741023,0,Welder / Gas Cutter / Grinder,30/10/2025,afternoon,2025-10-30 11:44:13.741026,251,
4601,2025-10-30 11:44:13.80262,0,Signal Man / Fire Man,30/10/2025,afternoon,2025-10-30 11:44:13.802622,251,
4602,2025-10-30 11:44:13.864349,0,Daily Wage Labour,30/10/2025,afternoon,2025-10-30 11:44:13.864351,251,
4603,2025-10-31 05:57:48.95037,2,Fitter / Fabricator,31/10/2025,morning,2025-10-31 05:57:48.950373,251,
4604,2025-10-31 05:57:49.011633,13,Rigger / Helper,31/10/2025,morning,2025-10-31 05:57:49.011635,251,
4605,2025-10-31 05:57:49.07296,4,Others,31/10/2025,morning,2025-10-31 05:57:49.072963,251,
4606,2025-10-31 05:57:49.134298,0,Welder / Gas Cutter / Grinder,31/10/2025,morning,2025-10-31 05:57:49.134301,251,
4607,2025-10-31 05:57:49.195592,0,Signal Man / Fire Man,31/10/2025,morning,2025-10-31 05:57:49.195594,251,
4608,2025-10-31 05:57:49.256865,0,Daily Wage Labour,31/10/2025,morning,2025-10-31 05:57:49.256868,251,
4609,2025-10-31 05:59:40.127201,2,Fitter / Fabricator,31/10/2025,afternoon,2025-10-31 05:59:40.127204,251,
4610,2025-10-31 05:59:40.191628,13,Rigger / Helper,31/10/2025,afternoon,2025-10-31 05:59:40.191631,251,
4611,2025-10-31 05:59:40.256273,4,Others,31/10/2025,afternoon,2025-10-31 05:59:40.256276,251,
4612,2025-10-31 05:59:40.320912,0,Welder / Gas Cutter / Grinder,31/10/2025,afternoon,2025-10-31 05:59:40.320915,251,
4613,2025-10-31 05:59:40.389489,0,Signal Man / Fire Man,31/10/2025,afternoon,2025-10-31 05:59:40.389492,251,
4614,2025-10-31 05:59:40.454087,0,Daily Wage Labour,31/10/2025,afternoon,2025-10-31 05:59:40.45409,251,
4615,2025-11-03 11:59:46.568966,2,Fitter / Fabricator,03/11/2025,morning,2025-11-03 11:59:46.568969,251,
4616,2025-11-03 11:59:46.632471,13,Rigger / Helper,03/11/2025,morning,2025-11-03 11:59:46.632473,251,
4617,2025-11-03 11:59:46.696013,4,Others,03/11/2025,morning,2025-11-03 11:59:46.696015,251,
4618,2025-11-03 11:59:46.759243,0,Welder / Gas Cutter / Grinder,03/11/2025,morning,2025-11-03 11:59:46.759246,251,
4619,2025-11-03 11:59:46.822579,0,Signal Man / Fire Man,03/11/2025,morning,2025-11-03 11:59:46.822581,251,
4620,2025-11-03 11:59:46.885836,0,Daily Wage Labour,03/11/2025,morning,2025-11-03 11:59:46.885839,251,
4621,2025-11-03 12:01:25.697826,2,Fitter / Fabricator,03/11/2025,afternoon,2025-11-03 12:01:25.697828,251,
4622,2025-11-03 12:01:25.76113,13,Rigger / Helper,03/11/2025,afternoon,2025-11-03 12:01:25.761133,251,
4623,2025-11-03 12:01:25.824515,4,Others,03/11/2025,afternoon,2025-11-03 12:01:25.824518,251,
4624,2025-11-03 12:01:25.88795,0,Welder / Gas Cutter / Grinder,03/11/2025,afternoon,2025-11-03 12:01:25.887952,251,
4625,2025-11-03 12:01:25.951228,0,Signal Man / Fire Man,03/11/2025,afternoon,2025-11-03 12:01:25.951231,251,
4626,2025-11-03 12:01:26.01467,0,Daily Wage Labour,03/11/2025,afternoon,2025-11-03 12:01:26.014673,251,
4627,2025-11-04 09:58:59.758557,2,Welder / Gas Cutter / Grinder,04/11/2025,morning,2025-11-04 09:58:59.75856,250,
4628,2025-11-04 09:58:59.820164,4,Fitter / Fabricator,04/11/2025,morning,2025-11-04 09:58:59.820166,250,
4629,2025-11-04 09:58:59.881761,4,Rigger / Helper,04/11/2025,morning,2025-11-04 09:58:59.881764,250,
4630,2025-11-04 09:58:59.943708,0,Signal Man / Fire Man,04/11/2025,morning,2025-11-04 09:58:59.94371,250,
4631,2025-11-04 09:59:00.005425,0,Daily Wage Labour,04/11/2025,morning,2025-11-04 09:59:00.00543,250,
4632,2025-11-04 09:59:00.067034,0,Others,04/11/2025,morning,2025-11-04 09:59:00.067037,250,
4633,2025-11-04 09:59:49.708182,2,Welder / Gas Cutter / Grinder,04/11/2025,afternoon,2025-11-04 09:59:49.708185,250,
4634,2025-11-04 09:59:49.769696,4,Fitter / Fabricator,04/11/2025,afternoon,2025-11-04 09:59:49.769698,250,
4635,2025-11-04 09:59:49.830991,4,Rigger / Helper,04/11/2025,afternoon,2025-11-04 09:59:49.830994,250,
4636,2025-11-04 09:59:49.892373,0,Signal Man / Fire Man,04/11/2025,afternoon,2025-11-04 09:59:49.892376,250,
4637,2025-11-04 09:59:49.9537,0,Daily Wage Labour,04/11/2025,afternoon,2025-11-04 09:59:49.953702,250,
4638,2025-11-04 09:59:50.015044,0,Others,04/11/2025,afternoon,2025-11-04 09:59:50.015047,250,
4639,2025-11-04 10:12:30.707899,2,Fitter / Fabricator,04/11/2025,morning,2025-11-04 10:12:30.707901,251,
4640,2025-11-04 10:12:30.769807,11,Rigger / Helper,04/11/2025,morning,2025-11-04 10:12:30.76981,251,
4641,2025-11-04 10:12:30.831536,4,Others,04/11/2025,morning,2025-11-04 10:12:30.831539,251,
4642,2025-11-04 10:12:30.893707,0,Welder / Gas Cutter / Grinder,04/11/2025,morning,2025-11-04 10:12:30.89371,251,
4643,2025-11-04 10:12:30.955495,0,Signal Man / Fire Man,04/11/2025,morning,2025-11-04 10:12:30.955497,251,
4687,2025-11-06 13:00:49.529326,13,Rigger / Helper,06/11/2025,morning,2025-11-06 13:00:49.529328,251,
4688,2025-11-06 13:00:49.591881,4,Others,06/11/2025,morning,2025-11-06 13:00:49.591883,251,
4689,2025-11-06 13:00:49.654399,2,Fitter / Fabricator,06/11/2025,morning,2025-11-06 13:00:49.654402,251,
4690,2025-11-06 13:00:49.716807,0,Welder / Gas Cutter / Grinder,06/11/2025,morning,2025-11-06 13:00:49.716809,251,
4691,2025-11-06 13:00:49.779409,0,Signal Man / Fire Man,06/11/2025,morning,2025-11-06 13:00:49.779413,251,
4692,2025-11-06 13:00:49.841947,0,Daily Wage Labour,06/11/2025,morning,2025-11-06 13:00:49.84195,251,
4693,2025-11-06 13:02:26.530906,2,Fitter / Fabricator,06/11/2025,afternoon,2025-11-06 13:02:26.530909,251,
4694,2025-11-06 13:02:26.594879,13,Rigger / Helper,06/11/2025,afternoon,2025-11-06 13:02:26.594882,251,
4695,2025-11-06 13:02:26.659142,4,Others,06/11/2025,afternoon,2025-11-06 13:02:26.659144,251,
4696,2025-11-06 13:02:26.72318,0,Welder / Gas Cutter / Grinder,06/11/2025,afternoon,2025-11-06 13:02:26.723183,251,
4697,2025-11-06 13:02:26.787354,0,Signal Man / Fire Man,06/11/2025,afternoon,2025-11-06 13:02:26.787356,251,
4698,2025-11-06 13:02:26.851366,0,Daily Wage Labour,06/11/2025,afternoon,2025-11-06 13:02:26.851369,251,
4699,2025-11-07 04:02:25.4366,2,Welder / Gas Cutter / Grinder,07/11/2025,morning,2025-11-07 04:02:25.436603,250,
4700,2025-11-07 04:02:25.498662,4,Fitter / Fabricator,07/11/2025,morning,2025-11-07 04:02:25.498664,250,
4701,2025-11-07 04:02:25.560437,5,Rigger / Helper,07/11/2025,morning,2025-11-07 04:02:25.560439,250,
4702,2025-11-07 04:02:25.622213,0,Signal Man / Fire Man,07/11/2025,morning,2025-11-07 04:02:25.622217,250,
4703,2025-11-07 04:02:25.684107,0,Daily Wage Labour,07/11/2025,morning,2025-11-07 04:02:25.68411,250,
4704,2025-11-07 04:02:25.746087,0,Others,07/11/2025,morning,2025-11-07 04:02:25.746089,250,
4705,2025-11-07 12:21:34.368279,2,Welder / Gas Cutter / Grinder,07/11/2025,afternoon,2025-11-07 12:21:34.368281,250,
4706,2025-11-07 12:21:34.430424,4,Fitter / Fabricator,07/11/2025,afternoon,2025-11-07 12:21:34.430426,250,
4707,2025-11-07 12:21:34.492475,5,Rigger / Helper,07/11/2025,afternoon,2025-11-07 12:21:34.492477,250,
4708,2025-11-07 12:21:34.554913,0,Signal Man / Fire Man,07/11/2025,afternoon,2025-11-07 12:21:34.554915,250,
4709,2025-11-07 12:21:34.616966,0,Daily Wage Labour,07/11/2025,afternoon,2025-11-07 12:21:34.616974,250,
4710,2025-11-07 12:21:34.678979,0,Others,07/11/2025,afternoon,2025-11-07 12:21:34.678982,250,
4711,2025-11-08 07:57:19.50405,2,Fitter / Fabricator,08/11/2025,morning,2025-11-08 07:57:19.504052,251,
4712,2025-11-08 07:57:19.566583,12,Rigger / Helper,08/11/2025,morning,2025-11-08 07:57:19.566586,251,
4713,2025-11-08 07:57:19.629095,4,Others,08/11/2025,morning,2025-11-08 07:57:19.629097,251,
4714,2025-11-08 07:57:19.69162,0,Welder / Gas Cutter / Grinder,08/11/2025,morning,2025-11-08 07:57:19.691623,251,
4715,2025-11-08 07:57:19.754066,0,Signal Man / Fire Man,08/11/2025,morning,2025-11-08 07:57:19.754068,251,
4716,2025-11-08 07:57:19.816604,0,Daily Wage Labour,08/11/2025,morning,2025-11-08 07:57:19.816606,251,
4717,2025-11-08 07:59:10.717254,2,Fitter / Fabricator,08/11/2025,afternoon,2025-11-08 07:59:10.717257,251,
4718,2025-11-08 07:59:10.77911,7,Rigger / Helper,08/11/2025,afternoon,2025-11-08 07:59:10.779112,251,
4719,2025-11-08 07:59:10.840997,4,Daily Wage Labour,08/11/2025,afternoon,2025-11-08 07:59:10.841,251,
4720,2025-11-08 07:59:10.902991,0,Welder / Gas Cutter / Grinder,08/11/2025,afternoon,2025-11-08 07:59:10.902993,251,
4721,2025-11-08 07:59:10.964821,0,Signal Man / Fire Man,08/11/2025,afternoon,2025-11-08 07:59:10.964824,251,
4722,2025-11-08 07:59:11.026777,0,Others,08/11/2025,afternoon,2025-11-08 07:59:11.02678,251,
4723,2025-11-10 12:01:33.140578,2,Welder / Gas Cutter / Grinder,10/11/2025,morning,2025-11-10 12:01:33.140581,250,
4724,2025-11-10 12:01:33.206686,4,Fitter / Fabricator,10/11/2025,morning,2025-11-10 12:01:33.206689,250,
4725,2025-11-10 12:01:33.268237,4,Rigger / Helper,10/11/2025,morning,2025-11-10 12:01:33.268239,250,
4726,2025-11-10 12:01:33.329835,0,Signal Man / Fire Man,10/11/2025,morning,2025-11-10 12:01:33.329837,250,
4727,2025-11-10 12:01:33.391355,0,Daily Wage Labour,10/11/2025,morning,2025-11-10 12:01:33.391358,250,
4728,2025-11-10 12:01:33.452983,0,Others,10/11/2025,morning,2025-11-10 12:01:33.452986,250,
4729,2025-11-10 12:02:27.209493,2,Welder / Gas Cutter / Grinder,10/11/2025,afternoon,2025-11-10 12:02:27.209495,250,
4730,2025-11-10 12:02:27.270936,4,Fitter / Fabricator,10/11/2025,afternoon,2025-11-10 12:02:27.270939,250,
4731,2025-11-10 12:02:27.332392,4,Rigger / Helper,10/11/2025,afternoon,2025-11-10 12:02:27.332395,250,
4732,2025-11-10 12:02:27.393868,0,Signal Man / Fire Man,10/11/2025,afternoon,2025-11-10 12:02:27.393871,250,
4733,2025-11-10 12:02:27.455372,0,Daily Wage Labour,10/11/2025,afternoon,2025-11-10 12:02:27.455375,250,
4734,2025-11-10 12:02:27.517385,0,Others,10/11/2025,afternoon,2025-11-10 12:02:27.517388,250,
4735,2025-11-10 14:20:52.340368,2,Fitter / Fabricator,10/11/2025,morning,2025-11-10 14:20:52.34037,251,
4736,2025-11-10 14:20:52.40181,12,Rigger / Helper,10/11/2025,morning,2025-11-10 14:20:52.401812,251,
4737,2025-11-10 14:20:52.463149,4,Others,10/11/2025,morning,2025-11-10 14:20:52.463151,251,
4738,2025-11-10 14:20:52.524456,0,Welder / Gas Cutter / Grinder,10/11/2025,morning,2025-11-10 14:20:52.524459,251,
4739,2025-11-10 14:20:52.585901,0,Signal Man / Fire Man,10/11/2025,morning,2025-11-10 14:20:52.585903,251,
4740,2025-11-10 14:20:52.647202,0,Daily Wage Labour,10/11/2025,morning,2025-11-10 14:20:52.647205,251,
4741,2025-11-10 14:22:41.159906,2,Fitter / Fabricator,10/11/2025,afternoon,2025-11-10 14:22:41.159909,251,
4742,2025-11-10 14:22:41.222622,12,Rigger / Helper,10/11/2025,afternoon,2025-11-10 14:22:41.222624,251,
4743,2025-11-10 14:22:41.285378,4,Others,10/11/2025,afternoon,2025-11-10 14:22:41.285381,251,
4744,2025-11-10 14:22:41.34817,0,Welder / Gas Cutter / Grinder,10/11/2025,afternoon,2025-11-10 14:22:41.348173,251,
4745,2025-11-10 14:22:41.410948,0,Signal Man / Fire Man,10/11/2025,afternoon,2025-11-10 14:22:41.41095,251,
4746,2025-11-10 14:22:41.473856,0,Daily Wage Labour,10/11/2025,afternoon,2025-11-10 14:22:41.473858,251,
4747,2025-11-11 03:39:00.412558,2,Welder / Gas Cutter / Grinder,11/11/2025,morning,2025-11-11 03:39:00.412561,250,
4748,2025-11-11 03:39:00.476154,4,Fitter / Fabricator,11/11/2025,morning,2025-11-11 03:39:00.476157,250,
4749,2025-11-11 03:39:00.540254,4,Rigger / Helper,11/11/2025,morning,2025-11-11 03:39:00.540256,250,
4750,2025-11-11 03:39:00.602426,0,Signal Man / Fire Man,11/11/2025,morning,2025-11-11 03:39:00.602428,250,
4751,2025-11-11 03:39:00.665036,0,Daily Wage Labour,11/11/2025,morning,2025-11-11 03:39:00.665039,250,
4752,2025-11-11 03:39:00.727288,0,Others,11/11/2025,morning,2025-11-11 03:39:00.727291,250,
4753,2025-11-11 07:00:59.732371,2,Fitter / Fabricator,11/11/2025,morning,2025-11-11 07:00:59.732374,251,
4754,2025-11-11 07:00:59.793859,12,Rigger / Helper,11/11/2025,morning,2025-11-11 07:00:59.793867,251,
4755,2025-11-11 07:00:59.854806,4,Others,11/11/2025,morning,2025-11-11 07:00:59.854809,251,
4756,2025-11-11 07:00:59.915798,0,Welder / Gas Cutter / Grinder,11/11/2025,morning,2025-11-11 07:00:59.9158,251,
4757,2025-11-11 07:00:59.976759,0,Signal Man / Fire Man,11/11/2025,morning,2025-11-11 07:00:59.976762,251,
4758,2025-11-11 07:01:00.037731,0,Daily Wage Labour,11/11/2025,morning,2025-11-11 07:01:00.037733,251,
4759,2025-11-11 08:37:07.496735,2,Welder / Gas Cutter / Grinder,11/11/2025,afternoon,2025-11-11 08:37:07.496738,250,
4760,2025-11-11 08:37:07.559195,4,Fitter / Fabricator,11/11/2025,afternoon,2025-11-11 08:37:07.559197,250,
4761,2025-11-11 08:37:07.621641,4,Rigger / Helper,11/11/2025,afternoon,2025-11-11 08:37:07.621643,250,
4762,2025-11-11 08:37:07.684095,0,Signal Man / Fire Man,11/11/2025,afternoon,2025-11-11 08:37:07.684098,250,
4763,2025-11-11 08:37:07.746444,0,Daily Wage Labour,11/11/2025,afternoon,2025-11-11 08:37:07.746447,250,
4764,2025-11-11 08:37:07.808923,0,Others,11/11/2025,afternoon,2025-11-11 08:37:07.808926,250,
4765,2025-11-11 14:02:29.978253,2,Fitter / Fabricator,11/11/2025,afternoon,2025-11-11 14:02:29.978256,251,
4766,2025-11-11 14:02:30.04023,12,Rigger / Helper,11/11/2025,afternoon,2025-11-11 14:02:30.040233,251,
4767,2025-11-11 14:02:30.102071,4,Others,11/11/2025,afternoon,2025-11-11 14:02:30.102074,251,
4768,2025-11-11 14:02:30.164939,0,Welder / Gas Cutter / Grinder,11/11/2025,afternoon,2025-11-11 14:02:30.164942,251,
4769,2025-11-11 14:02:30.235775,0,Signal Man / Fire Man,11/11/2025,afternoon,2025-11-11 14:02:30.235778,251,
4770,2025-11-11 14:02:30.297874,0,Daily Wage Labour,11/11/2025,afternoon,2025-11-11 14:02:30.297876,251,
4771,2025-11-12 10:27:06.969865,2,Welder / Gas Cutter / Grinder,12/11/2025,morning,2025-11-12 10:27:06.969868,250,
4772,2025-11-12 10:27:07.032233,4,Fitter / Fabricator,12/11/2025,morning,2025-11-12 10:27:07.032235,250,
4773,2025-11-12 10:27:07.094764,5,Rigger / Helper,12/11/2025,morning,2025-11-12 10:27:07.094767,250,
4774,2025-11-12 10:27:07.157159,0,Signal Man / Fire Man,12/11/2025,morning,2025-11-12 10:27:07.157161,250,
4775,2025-11-12 10:27:07.219585,0,Daily Wage Labour,12/11/2025,morning,2025-11-12 10:27:07.219588,250,
4776,2025-11-12 10:27:07.28194,0,Others,12/11/2025,morning,2025-11-12 10:27:07.281943,250,
4777,2025-11-12 10:27:44.643648,2,Welder / Gas Cutter / Grinder,12/11/2025,afternoon,2025-11-12 10:27:44.643651,250,
4778,2025-11-12 10:27:44.705991,4,Fitter / Fabricator,12/11/2025,afternoon,2025-11-12 10:27:44.705994,250,
4779,2025-11-12 10:27:44.76824,5,Rigger / Helper,12/11/2025,afternoon,2025-11-12 10:27:44.768242,250,
4780,2025-11-12 10:27:44.830515,0,Signal Man / Fire Man,12/11/2025,afternoon,2025-11-12 10:27:44.830517,250,
4781,2025-11-12 10:27:44.892805,0,Daily Wage Labour,12/11/2025,afternoon,2025-11-12 10:27:44.892808,250,
4782,2025-11-12 10:27:44.955222,0,Others,12/11/2025,afternoon,2025-11-12 10:27:44.955224,250,
4783,2025-11-12 12:45:22.683934,2,Fitter / Fabricator,12/11/2025,morning,2025-11-12 12:45:22.683937,251,
4784,2025-11-12 12:45:22.745895,12,Rigger / Helper,12/11/2025,morning,2025-11-12 12:45:22.745897,251,
4785,2025-11-12 12:45:22.807957,4,Others,12/11/2025,morning,2025-11-12 12:45:22.807959,251,
4786,2025-11-12 12:45:22.869856,0,Welder / Gas Cutter / Grinder,12/11/2025,morning,2025-11-12 12:45:22.869859,251,
4787,2025-11-12 12:45:22.931847,0,Signal Man / Fire Man,12/11/2025,morning,2025-11-12 12:45:22.931849,251,
4788,2025-11-12 12:45:22.993971,0,Daily Wage Labour,12/11/2025,morning,2025-11-12 12:45:22.993974,251,
4789,2025-11-12 12:47:38.670253,2,Fitter / Fabricator,12/11/2025,afternoon,2025-11-12 12:47:38.670255,251,
4790,2025-11-12 12:47:38.732185,12,Rigger / Helper,12/11/2025,afternoon,2025-11-12 12:47:38.732187,251,
4791,2025-11-12 12:47:38.794654,4,Others,12/11/2025,afternoon,2025-11-12 12:47:38.794657,251,
4792,2025-11-12 12:47:38.85639,0,Welder / Gas Cutter / Grinder,12/11/2025,afternoon,2025-11-12 12:47:38.856392,251,
4793,2025-11-12 12:47:38.91826,0,Signal Man / Fire Man,12/11/2025,afternoon,2025-11-12 12:47:38.918262,251,
4794,2025-11-12 12:47:38.980216,0,Daily Wage Labour,12/11/2025,afternoon,2025-11-12 12:47:38.980218,251,
4795,2025-11-13 10:27:06.281645,2,Welder / Gas Cutter / Grinder,13/11/2025,morning,2025-11-13 10:27:06.281647,250,
4796,2025-11-13 10:27:06.344961,4,Fitter / Fabricator,13/11/2025,morning,2025-11-13 10:27:06.344963,250,
4797,2025-11-13 10:27:06.408184,4,Rigger / Helper,13/11/2025,morning,2025-11-13 10:27:06.408188,250,
4798,2025-11-13 10:27:06.471489,0,Signal Man / Fire Man,13/11/2025,morning,2025-11-13 10:27:06.471492,250,
4799,2025-11-13 10:27:06.536257,0,Daily Wage Labour,13/11/2025,morning,2025-11-13 10:27:06.536259,250,
4800,2025-11-13 10:27:06.599608,0,Others,13/11/2025,morning,2025-11-13 10:27:06.59961,250,
4801,2025-11-13 10:27:49.221163,2,Welder / Gas Cutter / Grinder,13/11/2025,afternoon,2025-11-13 10:27:49.221165,250,
4802,2025-11-13 10:27:49.284624,4,Fitter / Fabricator,13/11/2025,afternoon,2025-11-13 10:27:49.284626,250,
4803,2025-11-13 10:27:49.348136,4,Rigger / Helper,13/11/2025,afternoon,2025-11-13 10:27:49.348138,250,
4804,2025-11-13 10:27:49.41137,0,Signal Man / Fire Man,13/11/2025,afternoon,2025-11-13 10:27:49.411373,250,
4805,2025-11-13 10:27:49.474619,0,Daily Wage Labour,13/11/2025,afternoon,2025-11-13 10:27:49.474622,250,
4806,2025-11-13 10:27:49.537966,0,Others,13/11/2025,afternoon,2025-11-13 10:27:49.537969,250,
4807,2025-11-14 15:25:46.634991,2,Fitter / Fabricator,14/11/2025,morning,2025-11-14 15:25:46.634993,251,
4808,2025-11-14 15:25:46.696512,12,Rigger / Helper,14/11/2025,morning,2025-11-14 15:25:46.696515,251,
4809,2025-11-14 15:25:46.758022,4,Others,14/11/2025,morning,2025-11-14 15:25:46.758024,251,
4810,2025-11-14 15:25:46.819652,0,Welder / Gas Cutter / Grinder,14/11/2025,morning,2025-11-14 15:25:46.819655,251,
4811,2025-11-14 15:25:46.881294,0,Signal Man / Fire Man,14/11/2025,morning,2025-11-14 15:25:46.881296,251,
4812,2025-11-14 15:25:46.942827,0,Daily Wage Labour,14/11/2025,morning,2025-11-14 15:25:46.94283,251,
4813,2025-11-14 15:27:17.090064,2,Fitter / Fabricator,14/11/2025,afternoon,2025-11-14 15:27:17.090066,251,
4814,2025-11-14 15:27:17.151702,12,Rigger / Helper,14/11/2025,afternoon,2025-11-14 15:27:17.151704,251,
4815,2025-11-14 15:27:17.213465,4,Others,14/11/2025,afternoon,2025-11-14 15:27:17.213467,251,
4816,2025-11-14 15:27:17.275643,0,Welder / Gas Cutter / Grinder,14/11/2025,afternoon,2025-11-14 15:27:17.275646,251,
4817,2025-11-14 15:27:17.33733,0,Signal Man / Fire Man,14/11/2025,afternoon,2025-11-14 15:27:17.337332,251,
4818,2025-11-14 15:27:17.398991,0,Daily Wage Labour,14/11/2025,afternoon,2025-11-14 15:27:17.398994,251,
4819,2025-11-15 14:30:37.499358,2,Fitter / Fabricator,15/11/2025,morning,2025-11-15 14:30:37.499361,251,
4820,2025-11-15 14:30:37.563197,12,Rigger / Helper,15/11/2025,morning,2025-11-15 14:30:37.5632,251,
4821,2025-11-15 14:30:37.627328,4,Others,15/11/2025,morning,2025-11-15 14:30:37.627337,251,
4822,2025-11-15 14:30:37.691165,0,Welder / Gas Cutter / Grinder,15/11/2025,morning,2025-11-15 14:30:37.691167,251,
4823,2025-11-15 14:30:37.755017,0,Signal Man / Fire Man,15/11/2025,morning,2025-11-15 14:30:37.755019,251,
4824,2025-11-15 14:30:37.818816,0,Daily Wage Labour,15/11/2025,morning,2025-11-15 14:30:37.818818,251,
4825,2025-11-15 14:32:50.248559,2,Fitter / Fabricator,15/11/2025,afternoon,2025-11-15 14:32:50.248562,251,
4826,2025-11-15 14:32:50.312469,12,Rigger / Helper,15/11/2025,afternoon,2025-11-15 14:32:50.312472,251,
4827,2025-11-15 14:32:50.376387,4,Others,15/11/2025,afternoon,2025-11-15 14:32:50.37639,251,
4828,2025-11-15 14:32:50.440274,0,Welder / Gas Cutter / Grinder,15/11/2025,afternoon,2025-11-15 14:32:50.440277,251,
